location_type,climate_zone,household_size,monthly_income,electricity_kwh,natural_gas_kwh,lpg_kg,solar_kwh,renewable_energy_percent,car_km,car_fuel_efficiency,petrol_liters,diesel_liters,motorcycle_km,ev_km,ev_charging_kwh,public_transport_percent,bus_km,train_km,flight_hours,flight_distance_km,diet_type,beef_meals_month,dairy_servings_month,food_waste_kg,local_food_percent,total_waste_kg,recycled_waste_percent,composted_waste_percent,plastic_waste_kg,paper_waste_kg,home_size_sqft,ac_hours_month,heating_hours_month,shopping_trips_month,clothing_items_month,electronics_items_year,tree_planting_year,carbon_emission_kg
rural,,3.0,19878.68,239.25,63.71,6.76,0.0,,0.0,19.92,0.0,0.0,0.0,0.0,0.0,8.43,1.87,26.53,3.73,2649.47,vegetarian,0.0,18.0,1.48,33.11,17.85,53.84,28.75,3.68,2.02,1102.9,5.55,2.38,2.0,3.0,0.0,0.0,714.91
urban,hot,4.0,164120.3,273.48,25.83,6.67,289.96,100.0,0.0,13.29,0.0,0.0,0.0,0.0,0.0,13.7,23.93,87.34,6.81,4515.31,mixed,2.0,21.0,14.16,26.81,31.24,49.51,40.91,2.53,2.21,1340.53,116.28,,6.0,6.0,3.0,0.0,970.4
urban,hot,4.0,54983.91,349.07,1.4,4.63,210.91,63.97,0.0,17.26,0.0,0.0,169.53,0.0,0.0,65.5,59.23,107.34,2.41,1895.76,vegan,0.0,0.0,5.67,56.03,15.17,82.29,51.36,1.95,1.4,1089.58,264.73,18.8,0.0,3.0,1.0,,587.87
urban,hot,2.0,36287.76,142.16,25.87,5.95,0.0,0.0,0.0,15.63,0.0,0.0,0.0,192.39,38.58,42.33,47.16,366.48,1.22,892.15,mixed,2.0,19.0,1.07,53.41,17.37,80.38,33.0,4.2,0.87,1044.96,53.17,0.72,1.0,1.0,1.0,2.0,410.36
,cool,1.0,46002.32,140.88,832.51,2.27,,0.0,1059.09,12.37,59.71,25.88,0.0,0.0,0.0,66.5,135.16,158.12,2.29,1937.92,vegetarian,0.0,29.0,,91.44,2.0,64.56,31.45,0.28,0.35,1077.13,5.65,84.32,0.0,0.0,0.0,1.0,880.3
suburban,cool,2.0,91925.5,223.9,41.93,20.31,236.88,97.72,304.29,18.46,7.92,8.56,200.45,0.0,0.0,13.21,19.14,197.59,0.04,28.16,vegetarian,0.0,21.0,9.24,35.63,11.49,81.65,19.03,1.32,1.72,402.66,44.21,43.11,3.0,5.0,4.0,0.0,260.16
suburban,cool,2.0,159333.5,501.25,,10.24,0.0,0.0,1035.99,15.52,42.6,24.17,,0.0,0.0,17.1,26.16,,1.12,907.73,vegan,0.0,0.0,4.18,47.35,15.98,27.49,38.08,3.36,2.78,1132.68,19.62,51.75,7.0,5.0,5.0,1.0,842.12
urban,hot,2.0,37201.85,278.97,53.71,5.38,0.0,3.89,0.0,18.7,0.0,0.0,233.02,286.08,40.98,27.31,95.37,82.25,4.42,3104.89,non_vegetarian,3.0,23.0,3.78,36.26,8.3,71.6,21.24,1.34,0.44,964.85,198.08,0.29,0.0,2.0,0.0,1.0,984.14
urban,moderate,5.0,107672.44,461.07,96.29,14.79,0.0,0.0,346.91,11.62,15.1,14.74,209.15,0.0,0.0,40.41,48.04,63.69,0.45,359.94,vegan,0.0,0.0,14.46,40.23,20.74,86.38,17.54,2.48,1.68,1942.23,2.19,8.27,3.0,5.0,1.0,1.0,651.18
urban,cool,1.0,14489.38,184.61,511.09,7.9,0.0,1.46,480.89,,22.33,6.9,275.34,350.31,58.0,27.98,41.18,208.95,5.2,3745.19,non_vegetarian,9.0,17.0,2.4,38.98,6.97,80.24,28.23,,0.51,673.49,24.91,109.5,0.0,0.0,0.0,0.0,1254.74
urban,hot,1.0,49115.07,346.55,55.18,3.25,130.19,41.01,0.0,15.59,0.0,0.0,0.0,0.0,0.0,67.2,116.57,20.86,2.76,,mixed,1.0,14.0,0.32,38.11,,64.87,29.32,0.49,0.23,557.33,,9.72,3.0,0.0,1.0,0.0,657.1
suburban,hot,3.0,16391.94,245.16,17.7,2.66,0.0,0.0,351.53,14.14,18.91,5.95,0.0,0.0,0.0,8.12,35.67,157.06,0.71,552.38,,2.0,22.0,9.18,19.51,21.69,81.93,6.25,3.6,1.91,1282.46,207.16,21.71,1.0,0.0,0.0,0.0,499.79
rural,hot,2.0,38791.52,247.18,26.06,5.44,0.0,0.0,0.0,11.63,0.0,0.0,714.28,1092.26,187.22,38.65,69.98,54.0,2.38,1861.37,mixed,3.0,17.0,1.29,40.48,7.79,91.4,35.9,1.52,1.3,1241.53,48.02,1.01,4.0,3.0,1.0,2.0,762.27
urban,hot,6.0,63143.96,463.85,87.45,4.04,0.0,0.0,0.0,17.74,0.0,0.0,0.0,0.0,0.0,65.77,217.42,35.74,0.81,639.73,mixed,3.0,18.0,23.61,76.73,10.47,81.73,33.11,1.67,0.52,1201.2,33.6,1.05,5.0,3.0,2.0,1.0,677.84
urban,cool,4.0,18645.17,324.74,90.93,12.96,259.91,79.69,317.19,14.85,,7.72,1450.35,0.0,0.0,29.11,45.95,34.13,1.22,969.68,non_vegetarian,12.0,25.0,0.76,47.02,24.43,80.82,46.36,4.51,3.48,1353.1,17.41,65.02,0.0,0.0,0.0,0.0,687.46
rural,moderate,7.0,39170.71,401.74,71.91,15.63,0.0,0.0,265.34,14.43,14.86,3.53,0.0,0.0,0.0,61.4,251.27,56.86,0.59,437.79,vegetarian,0.0,23.0,12.14,100.0,33.51,87.83,1.03,6.13,3.65,1289.92,28.01,0.83,0.0,1.0,1.0,1.0,543.75
,moderate,7.0,,422.97,95.12,4.35,0.0,0.0,0.0,15.97,0.0,0.0,0.0,0.0,0.0,63.21,77.59,128.63,3.37,2521.31,vegetarian,0.0,20.0,13.89,69.54,28.78,35.69,9.44,6.09,4.96,1545.38,10.06,6.69,2.0,3.0,1.0,0.0,875.15
urban,moderate,3.0,76647.45,169.42,47.13,,354.97,100.0,0.0,17.58,0.0,0.0,,0.0,0.0,10.23,56.04,22.6,4.34,3600.02,vegetarian,0.0,19.0,3.52,2.54,13.2,67.62,,2.52,1.72,1102.48,8.04,4.85,3.0,3.0,1.0,0.0,676.41
urban,moderate,3.0,21155.38,127.86,41.48,1.79,38.27,24.74,0.0,11.38,0.0,0.0,0.0,0.0,0.0,77.7,101.36,480.77,0.11,79.39,mixed,3.0,22.0,1.87,55.14,13.23,33.97,21.98,1.34,2.26,1075.29,2.24,9.32,1.0,4.0,0.0,2.0,223.78
suburban,hot,2.0,143840.17,283.31,15.89,15.82,0.0,6.18,173.08,15.72,5.45,5.56,230.14,0.0,0.0,15.03,79.22,,0.41,327.95,vegetarian,0.0,17.0,2.95,70.79,24.39,89.67,9.58,5.39,4.12,1089.1,84.28,4.91,,6.0,5.0,0.0,478.26
rural,cool,4.0,15932.34,256.28,509.95,6.91,248.16,100.0,858.56,19.36,32.17,12.18,319.22,0.0,0.0,40.12,77.31,87.53,8.26,5705.04,mixed,2.0,16.0,14.06,76.57,18.7,74.29,6.46,2.62,2.62,1502.47,17.18,45.04,0.0,0.0,1.0,0.0,1450.38
rural,moderate,6.0,16803.13,194.17,92.08,4.64,0.0,10.56,899.25,13.43,30.51,36.43,117.87,0.0,0.0,10.7,21.93,259.15,1.31,904.94,non_vegetarian,8.0,23.0,11.56,93.77,20.71,19.1,21.18,4.58,2.68,1531.22,27.88,1.7,1.0,4.0,0.0,2.0,719.92
urban,,5.0,20612.67,200.18,99.34,5.6,0.0,0.26,0.0,14.83,0.0,0.0,96.58,0.0,0.0,52.02,357.13,321.08,1.72,1251.55,mixed,4.0,22.0,35.14,32.82,33.67,89.49,5.76,6.29,4.76,2153.75,15.61,33.23,0.0,0.0,0.0,2.0,620.59
urban,hot,3.0,243946.5,322.24,3.92,33.36,274.1,75.83,229.89,13.99,9.19,7.24,212.62,0.0,0.0,57.75,253.38,146.95,5.24,4195.49,vegetarian,0.0,16.0,2.21,0.0,36.59,,27.89,8.86,4.18,975.8,171.83,3.57,13.0,11.0,3.0,1.0,1167.32
urban,hot,2.0,58921.0,281.04,52.42,7.96,0.0,0.0,0.0,12.18,0.0,0.0,488.31,603.01,111.83,72.07,47.07,50.17,5.14,4030.13,mixed,1.0,17.0,,55.37,7.79,27.8,41.48,1.9,1.29,1659.28,157.16,6.77,,1.0,0.0,1.0,1175.59
urban,cool,,17841.08,310.6,889.45,4.37,109.94,29.0,0.0,13.47,0.0,0.0,0.0,0.0,0.0,67.54,111.71,36.27,4.64,3882.53,vegetarian,0.0,19.0,9.78,58.35,4.49,93.25,36.79,0.8,0.66,1097.06,51.7,12.34,1.0,1.0,3.0,0.0,1200.35
rural,hot,4.0,26499.14,387.2,2.98,2.38,378.36,100.0,0.0,14.5,0.0,0.0,221.75,0.0,,5.04,18.71,134.56,1.76,1393.91,non_vegetarian,4.0,25.0,10.26,58.81,13.73,78.68,13.47,2.95,1.94,1590.29,59.33,1.03,1.0,0.0,1.0,0.0,457.25
rural,hot,4.0,128228.04,382.14,91.58,4.69,0.0,0.0,321.23,13.73,12.92,10.47,265.25,0.0,0.0,3.73,8.67,83.63,1.53,1059.96,mixed,3.0,19.0,2.4,18.2,42.9,57.35,33.12,,5.88,1513.72,139.56,0.63,6.0,4.0,0.0,1.0,723.26
rural,moderate,1.0,104182.4,144.51,5.99,4.26,0.0,1.63,0.0,19.28,0.0,0.0,0.0,323.81,53.31,25.34,136.31,14.04,0.6,508.81,non_vegetarian,3.0,18.0,1.42,84.76,4.6,23.07,47.28,0.95,0.66,870.02,6.93,2.15,3.0,3.0,3.0,3.0,316.62
rural,hot,3.0,55134.92,185.52,31.11,,0.0,0.0,542.36,16.03,24.68,9.17,110.87,109.7,20.26,26.8,82.88,40.95,3.72,3052.68,mixed,2.0,28.0,7.72,26.1,16.01,53.19,33.68,,1.42,723.52,102.34,4.39,1.0,2.0,2.0,0.0,922.03
rural,hot,5.0,33756.82,325.91,89.91,9.54,0.0,,122.41,11.41,6.46,4.27,117.85,141.05,20.05,14.04,30.5,96.46,4.82,3955.65,vegetarian,0.0,18.0,19.72,69.67,21.29,84.13,57.15,3.09,2.91,1323.44,121.22,1.92,0.0,1.0,0.0,,1202.77
urban,hot,3.0,73572.26,307.85,92.9,11.42,0.0,0.0,721.14,12.89,46.37,9.57,0.0,0.0,0.0,39.51,78.87,76.34,1.69,1418.26,vegetarian,0.0,21.0,1.02,61.0,8.13,62.14,19.97,1.11,1.13,1009.38,74.06,0.19,3.0,5.0,0.0,1.0,761.97
urban,hot,2.0,42105.55,,,7.53,91.81,48.49,389.08,18.81,12.9,7.79,0.0,0.0,0.0,0.0,,1.7,6.78,5039.88,vegetarian,0.0,23.0,3.7,69.21,6.61,73.02,49.54,1.55,1.32,847.64,132.4,0.63,1.0,1.0,2.0,0.0,1149.87
urban,hot,2.0,204730.56,195.53,,2.94,294.81,100.0,0.0,17.26,0.0,0.0,0.0,0.0,0.0,41.8,217.71,173.21,4.44,3662.08,mixed,4.0,20.0,1.19,70.81,4.27,76.74,8.46,0.86,0.7,934.6,85.07,2.0,7.0,9.0,4.0,1.0,757.77
urban,moderate,2.0,39524.39,99.19,129.15,6.1,0.0,10.81,199.67,13.03,10.43,4.89,0.0,0.0,0.0,40.95,136.58,411.56,4.04,2705.29,mixed,1.0,21.0,1.31,98.26,7.1,63.47,34.12,1.43,,435.65,13.78,0.49,0.0,0.0,0.0,1.0,763.25
urban,hot,5.0,21790.53,305.85,39.77,21.29,0.0,0.0,0.0,17.58,0.0,0.0,0.0,0.0,0.0,48.3,239.05,114.2,3.36,2747.42,mixed,3.0,18.0,2.77,52.01,13.84,,37.36,1.37,0.75,1552.27,179.2,3.09,0.0,1.0,0.0,3.0,920.86
urban,moderate,4.0,54715.6,356.46,41.56,2.32,0.0,0.0,150.51,19.46,5.97,1.76,334.05,0.0,0.0,56.95,179.08,38.78,0.33,241.94,vegan,0.0,0.0,4.47,36.17,12.42,55.72,30.51,1.7,2.09,1013.52,2.06,10.18,0.0,2.0,1.0,1.0,407.78
urban,moderate,5.0,42823.71,172.17,7.72,14.55,0.0,9.64,0.0,,0.0,,198.09,0.0,0.0,10.61,98.14,98.43,3.53,2606.82,vegan,0.0,0.0,10.93,43.86,8.17,82.3,45.77,1.18,0.82,1831.72,20.65,0.11,0.0,5.0,0.0,2.0,740.5
urban,hot,2.0,10540.88,172.22,,14.75,0.0,2.5,0.0,16.4,0.0,0.0,408.26,0.0,0.0,35.75,159.28,10.38,10.45,7661.36,vegetarian,0.0,23.0,4.01,73.5,17.53,85.21,39.55,4.34,,899.72,187.48,,3.0,0.0,0.0,1.0,1640.27
,moderate,3.0,58937.56,84.52,,2.26,0.0,0.0,532.88,12.86,33.06,8.39,64.78,0.0,0.0,28.06,92.43,891.49,,1632.03,vegetarian,0.0,18.0,0.73,74.8,9.51,97.09,44.71,2.29,0.7,1477.02,45.12,14.25,3.0,0.0,0.0,5.0,556.36
urban,moderate,6.0,199520.0,267.05,43.63,23.13,0.0,0.5,274.48,12.41,14.06,8.06,0.0,0.0,0.0,58.59,142.21,91.69,2.49,1699.66,vegetarian,0.0,22.0,3.76,50.3,24.38,94.82,31.57,2.3,3.16,1989.74,28.62,5.39,3.0,4.0,5.0,0.0,790.92
suburban,hot,3.0,25041.03,245.23,70.33,11.21,0.0,8.4,393.06,14.82,16.78,9.75,127.83,0.0,,22.29,209.05,180.93,3.23,2272.11,non_vegetarian,6.0,20.0,7.24,71.64,11.86,34.84,19.59,1.17,1.84,1002.96,45.23,1.07,1.0,0.0,1.0,0.0,893.65
suburban,moderate,2.0,,157.82,9.02,,0.0,0.0,939.81,11.13,42.1,42.3,0.0,375.76,64.39,13.0,30.5,115.09,0.31,243.25,mixed,3.0,23.0,0.58,39.64,4.05,12.31,26.36,0.96,0.31,736.08,14.71,4.15,1.0,0.0,1.0,3.0,511.94
,cool,1.0,98540.12,213.51,107.91,8.49,0.0,0.0,872.06,22.0,33.67,5.96,0.0,0.0,0.0,48.11,436.05,80.88,5.25,3565.49,non_vegetarian,5.0,16.0,1.37,,6.67,65.97,40.81,1.44,,694.6,25.54,96.47,4.0,3.0,2.0,2.0,1023.53
urban,hot,4.0,26595.47,534.92,37.26,,0.0,0.0,0.0,17.68,0.0,0.0,266.49,0.0,0.0,9.64,29.94,361.73,0.38,262.25,vegetarian,0.0,20.0,7.11,62.71,25.61,90.66,47.96,4.65,2.29,1334.15,281.98,0.02,0.0,2.0,1.0,,650.45
urban,cool,3.0,71513.8,164.0,283.34,1.29,0.0,0.0,457.63,12.11,29.24,8.56,0.0,148.82,27.49,45.69,268.88,137.55,2.81,2247.67,non_vegetarian,5.0,18.0,2.6,20.3,4.52,77.22,10.98,0.94,0.71,1052.11,14.35,49.93,0.0,4.0,1.0,0.0,893.47
urban,moderate,3.0,71270.02,188.91,28.95,8.32,0.0,0.0,511.26,11.6,27.32,16.78,1155.62,123.95,22.09,30.35,238.63,231.93,6.71,,vegetarian,0.0,22.0,4.92,42.2,3.8,30.1,,0.94,0.72,1566.73,44.79,15.55,1.0,1.0,0.0,0.0,1313.03
suburban,hot,3.0,17969.36,424.77,34.58,3.51,522.34,100.0,413.2,20.42,11.51,8.73,64.78,0.0,0.0,24.66,219.56,,0.25,189.64,mixed,1.0,18.0,5.23,41.61,19.78,96.27,9.79,,1.24,688.67,138.94,1.61,1.0,1.0,0.0,2.0,135.84
suburban,hot,3.0,29189.96,248.28,45.55,8.49,0.0,3.15,244.75,14.24,12.82,4.36,424.48,0.0,0.0,38.08,29.84,144.1,4.46,2958.93,,0.0,21.0,10.99,69.33,21.17,24.91,38.24,1.74,3.94,1190.24,351.31,0.15,0.0,1.0,1.0,0.0,940.28
urban,cool,4.0,10907.89,417.27,344.68,2.44,0.0,4.65,231.34,18.33,6.15,6.47,1117.97,0.0,,42.29,97.08,157.03,0.88,702.89,vegetarian,0.0,23.0,4.34,28.71,21.89,40.53,17.37,2.73,2.38,1101.69,45.52,20.71,2.0,0.0,1.0,0.0,668.94
rural,cool,4.0,51139.77,282.67,79.24,21.75,0.0,0.31,88.36,15.41,3.12,2.62,594.07,0.0,0.0,37.55,26.31,834.88,1.53,1102.49,vegetarian,,17.0,6.65,82.84,14.88,75.57,7.98,3.58,1.26,830.46,93.45,62.7,1.0,3.0,,0.0,638.78
urban,moderate,1.0,25688.31,195.57,63.21,5.75,0.0,0.0,0.0,14.11,0.0,0.0,378.24,0.0,,51.46,132.85,202.6,3.53,2604.99,mixed,7.0,10.0,4.05,18.4,6.89,41.01,24.33,0.74,0.61,1085.57,130.15,0.91,4.0,2.0,0.0,0.0,837.56
urban,hot,1.0,86571.43,440.24,,25.01,0.0,,107.88,11.97,7.41,1.6,0.0,0.0,0.0,40.87,230.62,36.31,0.05,37.28,mixed,4.0,18.0,2.82,50.37,3.78,75.76,28.42,0.73,0.51,640.64,173.96,1.14,5.0,3.0,1.0,2.0,519.62
urban,hot,5.0,60339.6,193.22,23.1,5.74,0.0,0.0,90.56,12.76,3.58,3.51,0.0,0.0,0.0,16.83,46.11,63.4,2.0,1581.05,mixed,1.0,22.0,2.33,70.57,74.37,41.08,25.97,16.09,9.94,1583.23,100.2,5.72,2.0,1.0,0.0,2.0,633.1
suburban,moderate,5.0,56753.91,279.54,107.49,13.84,0.0,6.65,355.9,15.27,17.79,5.51,40.86,0.0,0.0,38.75,86.3,27.62,2.43,1991.79,non_vegetarian,2.0,24.0,8.38,57.98,12.86,76.94,4.98,2.54,1.94,1058.07,6.75,3.73,3.0,1.0,4.0,3.0,786.94
suburban,moderate,2.0,101325.58,151.44,60.32,6.78,0.0,,500.73,15.37,15.98,16.61,480.83,0.0,0.0,0.0,0.0,495.15,2.61,1869.7,mixed,3.0,22.0,7.83,59.52,4.55,58.27,13.26,0.97,0.68,1166.84,,0.43,5.0,3.0,4.0,0.0,811.55
urban,hot,2.0,32130.17,184.74,35.88,17.11,,0.0,0.0,7.0,0.0,0.0,285.65,0.0,0.0,60.16,319.45,12.92,3.1,2350.81,mixed,2.0,21.0,2.48,62.03,10.73,91.43,37.19,2.25,1.4,540.42,118.17,0.73,2.0,,0.0,0.0,772.08
rural,moderate,3.0,98003.52,192.05,109.35,9.08,0.0,0.0,565.27,12.83,31.14,12.92,478.48,0.0,0.0,28.74,89.83,13.24,4.3,3094.94,vegan,0.0,,3.42,49.2,8.2,30.72,20.09,1.32,1.49,1003.22,7.79,0.34,8.0,2.0,,1.0,899.75
suburban,hot,6.0,22246.35,428.19,118.43,9.01,127.38,22.68,,13.87,15.42,5.7,120.9,176.42,26.98,29.97,41.61,14.49,2.34,1726.39,non_vegetarian,5.0,20.0,9.8,44.17,25.88,79.87,30.87,4.24,5.14,1451.24,117.28,19.88,2.0,0.0,1.0,3.0,805.0
urban,cool,2.0,83186.03,235.11,256.84,7.45,68.69,23.01,596.88,14.62,31.87,8.96,1310.78,440.81,99.1,86.15,181.83,20.61,8.45,5844.88,non_vegetarian,6.0,22.0,1.36,65.83,10.39,58.39,15.72,1.44,0.68,678.41,30.69,143.14,4.0,4.0,1.0,2.0,1571.73
urban,hot,5.0,31764.64,224.63,21.47,8.87,60.27,22.05,119.17,18.16,5.29,1.27,0.0,0.0,0.0,35.22,56.88,368.76,0.58,401.08,non_vegetarian,10.0,19.0,10.28,42.99,25.65,49.83,53.36,5.93,4.35,1889.82,45.72,8.98,2.0,2.0,0.0,4.0,451.91
suburban,hot,2.0,44158.39,198.28,28.99,3.45,0.0,0.0,0.0,10.35,0.0,0.0,105.64,0.0,0.0,8.51,220.73,,1.51,988.48,mixed,5.0,30.0,5.7,78.79,14.64,94.12,7.43,2.15,2.87,986.67,23.58,3.05,3.0,2.0,1.0,0.0,529.33
suburban,hot,1.0,8000.0,204.32,143.69,13.26,0.0,1.47,0.0,11.86,0.0,0.0,134.48,0.0,0.0,26.42,82.6,16.02,0.96,725.58,,2.0,18.0,0.9,23.47,7.25,36.6,18.57,0.94,0.52,282.13,108.51,8.01,2.0,1.0,1.0,0.0,454.38
urban,cool,5.0,38263.84,203.16,206.94,3.44,0.0,11.57,0.0,13.84,0.0,0.0,730.36,0.0,0.0,51.69,262.7,128.45,1.79,1389.94,vegetarian,0.0,19.0,5.12,55.79,18.77,70.09,30.91,2.03,3.12,1132.02,20.88,102.06,0.0,0.0,1.0,0.0,587.76
urban,cool,3.0,36720.74,151.18,368.4,4.05,0.0,0.0,0.0,10.94,0.0,0.0,0.0,0.0,0.0,7.69,25.16,483.88,6.25,,mixed,0.0,21.0,6.16,31.07,13.04,45.25,11.05,2.04,1.76,1226.87,5.99,20.1,0.0,0.0,1.0,0.0,1092.17
suburban,moderate,4.0,28534.98,288.11,19.91,12.12,0.0,2.07,0.0,14.22,0.0,0.0,,0.0,0.0,17.2,46.55,185.25,1.14,,vegetarian,0.0,23.0,2.2,37.97,13.96,65.18,30.16,2.09,2.43,1502.19,37.42,5.64,4.0,0.0,0.0,0.0,488.2
urban,cool,2.0,23299.32,133.95,146.63,6.28,0.0,,274.12,16.77,10.41,5.93,0.0,0.0,0.0,37.19,84.31,54.0,0.68,533.1,vegan,0.0,0.0,4.35,31.37,13.64,88.81,9.62,1.34,1.39,1043.76,32.11,199.97,0.0,2.0,0.0,0.0,404.67
urban,cool,5.0,65679.76,392.61,157.7,7.28,0.0,0.0,0.0,16.07,0.0,0.0,0.0,0.0,0.0,18.48,24.28,164.51,1.5,,mixed,1.0,19.0,24.03,49.24,14.05,59.35,19.38,1.42,2.31,1550.8,13.16,88.25,1.0,4.0,3.0,0.0,730.79
suburban,hot,3.0,73341.67,335.73,4.39,6.62,,1.81,532.33,15.97,17.65,15.68,1840.06,0.0,0.0,10.4,15.42,233.45,1.76,1366.46,mixed,2.0,23.0,4.09,41.56,2.0,95.5,7.53,0.16,0.15,952.17,109.16,3.72,4.0,0.0,0.0,0.0,822.86
urban,cool,2.0,19007.7,178.41,277.11,7.22,0.0,0.0,573.36,13.71,22.16,19.65,0.0,0.0,0.0,62.17,52.52,20.61,0.13,82.95,vegan,0.0,0.0,3.19,78.21,9.23,66.17,42.69,1.8,1.09,730.75,8.84,37.82,1.0,1.0,0.0,0.0,392.03
urban,moderate,5.0,87264.44,181.59,42.26,1.09,0.0,11.43,0.0,18.44,0.0,0.0,0.0,0.0,0.0,87.91,140.87,55.38,0.06,47.71,,3.0,19.0,4.76,58.2,19.17,63.25,55.57,4.27,1.82,762.61,15.18,3.07,5.0,2.0,1.0,1.0,305.66
rural,hot,1.0,13089.69,162.21,88.45,10.13,138.82,95.83,370.31,13.81,21.82,5.0,0.0,0.0,0.0,39.86,202.24,19.07,1.34,1010.25,mixed,2.0,23.0,0.41,65.84,3.99,36.35,,0.46,0.55,250.0,169.64,11.89,2.0,1.0,,1.0,408.02
urban,hot,7.0,57223.88,334.28,12.88,14.54,77.38,28.2,903.8,13.85,31.13,34.11,0.0,0.0,0.0,6.91,16.06,143.38,2.91,,vegetarian,0.0,16.0,16.65,73.06,20.92,54.57,14.74,4.37,2.38,2380.16,90.8,0.47,1.0,1.0,2.0,0.0,869.22
suburban,moderate,4.0,69822.44,142.19,63.01,7.68,123.85,85.42,388.66,13.95,13.23,14.63,0.0,0.0,0.0,8.58,34.07,137.91,2.53,1839.03,mixed,1.0,31.0,,38.24,21.46,86.03,7.11,3.8,3.3,1680.55,15.52,3.62,4.0,,3.0,0.0,629.03
rural,hot,4.0,38532.13,285.61,23.2,36.97,0.0,4.43,0.0,19.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.36,1.44,1010.32,vegetarian,0.0,17.0,10.13,48.4,30.13,46.33,29.1,4.75,4.06,1418.38,257.41,11.92,2.0,1.0,1.0,2.0,574.24
urban,moderate,2.0,493438.5,152.96,3.07,4.51,0.0,10.84,,14.8,0.0,0.0,0.0,0.0,0.0,66.21,179.92,74.66,3.43,2729.95,non_vegetarian,6.0,23.0,6.41,81.0,4.53,71.47,30.43,0.43,0.24,674.37,18.05,0.08,19.0,11.0,8.0,1.0,869.84
urban,moderate,3.0,49681.83,192.56,11.89,12.39,0.0,5.32,0.0,17.52,0.0,0.0,231.52,0.0,0.0,0.0,0.0,24.41,1.76,1368.64,vegetarian,0.0,22.0,3.66,37.42,12.72,72.98,12.48,1.92,1.4,1165.68,3.82,0.39,1.0,6.0,1.0,0.0,584.3
urban,hot,4.0,66086.17,219.59,22.64,5.53,0.0,7.73,0.0,13.15,0.0,0.0,0.0,0.0,0.0,31.23,120.64,30.0,12.42,8744.57,non_vegetarian,10.0,13.0,2.83,59.05,15.73,38.0,13.83,2.7,1.89,1146.82,74.81,7.86,1.0,1.0,1.0,2.0,1870.88
suburban,hot,1.0,28311.25,168.93,12.66,10.83,0.0,5.21,193.61,10.1,15.44,3.73,232.63,0.0,0.0,0.0,0.0,374.24,0.13,111.28,vegetarian,0.0,23.0,1.24,2.99,2.4,86.56,4.38,0.27,0.38,,229.13,0.46,0.0,1.0,1.0,0.0,332.33
suburban,moderate,5.0,53193.7,244.68,25.17,7.85,181.91,78.49,0.0,18.78,0.0,0.0,0.0,169.47,,19.51,31.35,52.74,0.79,571.74,mixed,6.0,16.0,12.9,58.02,55.97,30.32,20.99,11.95,8.57,1656.04,5.49,3.97,6.0,2.0,2.0,1.0,393.91
urban,hot,3.0,8172.18,410.7,46.28,10.72,122.5,23.92,0.0,7.03,0.0,0.0,0.0,0.0,0.0,62.61,89.66,926.77,3.52,2500.48,mixed,5.0,19.0,4.14,91.23,10.36,94.94,10.84,1.46,1.72,1262.05,96.55,1.57,1.0,0.0,2.0,1.0,842.76
urban,,4.0,25855.48,296.41,10.32,6.69,0.0,0.0,345.44,15.61,15.09,7.04,0.0,0.0,0.0,26.72,31.05,18.31,1.53,1088.12,,1.0,16.0,2.6,61.69,42.41,84.33,57.67,9.61,7.44,1208.22,133.5,,1.0,0.0,1.0,1.0,574.26
urban,moderate,3.0,9512.86,171.71,81.88,20.16,0.0,3.64,,11.89,0.0,0.0,75.71,0.0,0.0,52.19,174.48,36.33,0.32,256.3,mixed,5.0,22.0,5.16,71.55,5.78,76.11,3.81,1.19,0.46,600.23,5.39,3.42,2.0,4.0,2.0,1.0,431.62
urban,moderate,4.0,,172.39,9.73,10.03,0.0,4.02,217.26,13.94,9.23,6.36,576.93,,0.0,44.31,149.25,114.33,2.71,2166.2,,2.0,18.0,8.06,89.91,24.36,49.48,4.7,6.0,1.59,1111.04,47.87,3.74,1.0,0.0,3.0,0.0,774.16
urban,hot,4.0,10346.86,721.6,50.62,11.73,90.29,5.53,1322.99,17.42,45.61,30.32,60.88,326.18,,19.15,51.6,144.08,4.18,,mixed,2.0,10.0,2.4,32.14,23.77,34.91,19.69,5.07,2.56,1423.39,115.08,5.87,2.0,2.0,0.0,2.0,1380.14
urban,hot,5.0,28418.63,325.87,171.67,9.16,0.0,3.47,0.0,18.95,0.0,0.0,0.0,531.38,120.07,40.42,174.49,1141.44,0.23,172.42,mixed,3.0,21.0,7.18,,35.88,72.8,52.65,8.87,6.36,1277.95,141.12,4.97,0.0,1.0,0.0,1.0,606.66
,hot,4.0,75682.5,271.81,43.25,17.17,0.0,0.0,0.0,17.87,0.0,0.0,,0.0,0.0,69.82,559.26,100.85,6.06,4072.87,mixed,3.0,25.0,1.54,13.19,18.88,81.1,13.13,3.43,1.29,1594.48,158.45,0.23,2.0,1.0,2.0,1.0,1176.1
suburban,hot,1.0,30684.9,340.07,47.0,7.82,0.0,0.0,0.0,12.24,0.0,0.0,155.32,0.0,0.0,17.96,35.54,87.16,1.28,926.33,mixed,3.0,22.0,1.68,81.41,4.26,91.13,32.38,0.61,0.32,357.08,290.08,5.64,2.0,1.0,1.0,0.0,627.84
