user_id,day_type,transport_mode,distance_km,electricity_kwh,renewable_usage_pct,food_type,screen_time_hours,waste_generated_kg,eco_actions,carbon_footprint_kg,carbon_impact_level,action_opportunity
120,Weekend,EV,8.96,7.95,0,Non-Veg,3.5,0.69,1,12.8,High,0.5762
121,Weekend,Walk,6.1,5.96,75,Mixed,8.3,0.8,1,5.28,Low,0.32195
121,Weekend,Walk,1.88,6.91,25,Non-Veg,6.2,0.62,0,10.5,Medium,0.39879999999999993
121,Weekend,Bus,6.41,7.82,0,Non-Veg,4.3,0.6,2,12.35,High,0.534525
121,Weekday,Bus,15.21,7.67,0,Mixed,4.7,0.72,0,11.87,High,0.651125
121,Weekday,Walk,14.14,7.72,25,Non-Veg,2.6,0.57,2,10.14,Medium,0.56425
121,Weekday,Bus,16.6,8.61,0,Mixed,7.4,0.75,0,12.78,High,0.6897000000000001
121,Weekday,EV,10.47,4.0,75,Non-Veg,8.5,0.77,0,7.66,Medium,0.334975
122,Weekend,Bike,1.28,7.7,75,Veg,4.7,0.69,3,3.2,Low,0.28769999999999996
122,Weekend,Walk,2.92,2.84,0,Mixed,3.4,0.73,0,6.7,Medium,0.4017
122,Weekend,Car,4.62,6.79,25,Mixed,4.9,0.78,1,9.18,Medium,0.44345
122,Weekend,Walk,3.21,4.32,0,Veg,4.7,0.75,2,5.64,Low,0.436525
122,Weekend,Bike,9.07,6.61,50,Mixed,2.3,0.42,1,6.32,Medium,0.404175
122,Weekday,Bike,15.9,8.56,0,Non-Veg,2.7,0.5,2,12.31,High,0.65995
122,Weekday,Bus,11.19,6.01,0,Mixed,7.7,1.02,2,9.75,Medium,0.5916750000000001
123,Weekend,Walk,3.87,6.93,0,Mixed,8.2,0.2,0,9.43,Medium,0.452975
123,Weekend,Bike,0.84,5.37,25,Non-Veg,6.7,0.95,3,8.74,Medium,0.3814
123,Weekday,Car,12.54,7.01,0,Non-Veg,2.9,0.65,2,13.86,High,0.5989500000000001
123,Weekend,Bus,10.09,5.11,25,Non-Veg,5.8,0.76,2,9.56,Medium,0.476625
123,Weekend,Bike,6.66,3.75,75,Veg,7.8,0.63,1,3.13,Low,0.27115
123,Weekend,Car,9.37,5.83,75,Veg,6.1,0.7,2,5.2,Low,0.35222499999999995
123,Weekday,Car,10.32,6.44,0,Mixed,7.8,0.59,1,11.26,High,0.555
124,Weekend,Bus,10.9,2.86,0,Mixed,7.6,0.36,0,7.14,Medium,0.47225
124,Weekend,Bike,6.08,2.0,75,Mixed,3.7,0.45,4,2.85,Low,0.2145
124,Weekday,EV,9.42,3.91,0,Non-Veg,8.9,0.99,1,9.87,Medium,0.52515
124,Weekend,Car,1.07,5.92,25,Non-Veg,6.1,0.73,0,10.24,Medium,0.377675
124,Weekend,EV,5.21,7.26,50,Mixed,7.5,0.1,1,6.4,Medium,0.343325
124,Weekday,EV,17.81,2.87,0,Non-Veg,3.4,0.7,2,8.61,Medium,0.586025
124,Weekday,Bus,11.86,2.32,75,Mixed,3.7,0.48,4,3.91,Low,0.29555
125,Weekend,EV,7.09,5.21,0,Non-Veg,5.5,0.75,1,10.55,Medium,0.5028250000000001
125,Weekday,Bike,10.5,5.8,25,Non-Veg,3.3,0.86,2,9.29,Medium,0.50355
125,Weekday,EV,8.64,9.19,50,Non-Veg,5.0,1.25,0,11.12,High,0.5168
125,Weekday,EV,11.07,9.14,0,Mixed,2.6,1.13,0,12.79,High,0.661575
125,Weekend,Bike,6.9,7.91,0,Non-Veg,4.5,1.05,0,13.24,High,0.57845
125,Weekday,Bike,13.28,7.74,0,Non-Veg,3.4,0.76,2,11.96,High,0.6315999999999999
125,Weekday,Bike,13.94,6.42,25,Veg,7.0,0.78,0,6.89,Medium,0.55255
126,Weekday,Bus,15.07,6.39,25,Mixed,8.4,0.62,0,9.39,Medium,0.553275
126,Weekend,Walk,10.15,6.23,25,Mixed,5.4,0.67,2,7.34,Medium,0.492575
126,Weekday,Walk,10.7,9.65,0,Veg,5.4,0.62,3,9.45,Medium,0.62635
126,Weekend,Walk,7.41,5.22,0,Mixed,8.5,0.9,0,8.85,Medium,0.5190250000000001
126,Weekend,Bike,9.3,9.81,50,Mixed,2.7,0.51,2,7.33,Medium,0.47825
126,Weekday,Bike,12.3,8.44,25,Mixed,4.2,1.03,1,9.52,Medium,0.59245
126,Weekday,Bike,14.25,7.99,0,Veg,8.0,0.91,1,9.24,Medium,0.660725
127,Weekday,Bus,16.04,4.99,25,Veg,7.2,0.58,2,6.25,Medium,0.5342
127,Weekday,Bus,8.31,2.21,25,Veg,7.5,0.59,1,4.34,Low,0.38277500000000003
127,Weekday,Bike,12.65,6.41,25,Veg,5.5,0.83,1,6.54,Medium,0.5402250000000001
127,Weekday,Car,20.28,5.88,25,Mixed,2.9,0.5,3,10.77,Medium,0.5986
127,Weekday,EV,12.23,3.05,0,Veg,8.5,0.48,1,5.16,Low,0.502275
127,Weekday,Walk,9.05,4.69,0,Non-Veg,3.9,0.88,1,10.0,Medium,0.527325
127,Weekday,Bus,16.72,8.68,50,Mixed,8.6,0.48,1,8.57,Medium,0.5459999999999999
128,Weekend,EV,4.49,7.51,0,Veg,5.1,1.02,0,9.56,Medium,0.537925
128,Weekend,Car,0.5,8.69,25,Veg,6.3,0.97,3,7.42,Medium,0.44515
128,Weekend,Car,9.41,4.45,0,Non-Veg,6.7,0.95,1,11.87,High,0.532625
128,Weekend,Bike,7.45,8.28,75,Non-Veg,3.9,0.84,1,7.81,Medium,0.388425
128,Weekend,Car,8.57,4.78,0,Mixed,6.7,0.82,0,10.21,Medium,0.518325
128,Weekend,EV,4.21,5.51,25,Non-Veg,4.5,0.93,1,9.77,Medium,0.424725
128,Weekday,Bus,11.79,9.54,0,Veg,2.7,0.86,2,11.0,Medium,0.6569749999999999
129,Weekday,Car,13.35,2.61,0,Mixed,5.5,0.16,3,7.43,Medium,0.481875
129,Weekend,EV,7.47,4.36,0,Veg,8.8,0.32,0,6.26,Medium,0.456175
129,Weekday,EV,2.92,4.02,50,Veg,2.9,0.18,1,3.58,Low,0.2563
129,Weekend,Bus,3.95,6.13,0,Veg,8.8,0.38,1,7.4,Medium,0.45237499999999997
129,Weekend,Car,3.65,4.06,100,Mixed,2.3,0.37,1,4.31,Low,0.15642499999999995
129,Weekend,EV,13.9,2.0,50,Non-Veg,2.5,1.08,0,8.17,Medium,0.42515000000000003
129,Weekend,Car,8.79,2.89,0,Veg,6.0,0.6,2,6.14,Medium,0.465675
130,Weekend,Bus,4.58,5.87,75,Non-Veg,4.8,1.01,2,7.48,Medium,0.31795
130,Weekday,EV,10.68,2.0,25,Mixed,6.9,0.55,0,5.82,Low,0.40499999999999997
130,Weekend,Bus,7.77,10.62,0,Non-Veg,7.3,0.54,2,14.67,High,0.602725
130,Weekend,Bus,7.52,6.29,25,Non-Veg,5.8,0.57,1,10.26,Medium,0.45289999999999997
130,Weekday,Walk,16.77,2.72,75,Veg,6.7,0.65,1,2.94,Low,0.378525
130,Weekend,EV,2.22,5.51,0,Veg,5.7,0.9,0,7.69,Medium,0.45995
130,Weekend,Bus,0.5,2.79,100,Veg,5.9,0.54,1,2.28,Low,0.10525
131,Weekend,Walk,13.45,2.84,0,Non-Veg,7.7,0.18,0,8.04,Medium,0.489325
131,Weekday,EV,13.16,2.56,0,Non-Veg,6.8,0.69,1,8.55,Medium,0.5209
131,Weekday,Walk,7.09,3.48,50,Mixed,8.8,0.6,1,5.25,Low,0.331225
131,Weekday,Bus,7.21,5.84,25,Non-Veg,5.8,0.42,1,9.77,Medium,0.42802500000000004
131,Weekend,Walk,6.97,3.69,0,Non-Veg,6.8,0.25,1,8.43,Medium,0.430925
131,Weekend,Car,0.5,4.0,50,Veg,6.7,0.4,0,4.23,Low,0.24325
131,Weekend,Car,0.5,4.22,0,Non-Veg,2.2,0.5,0,9.66,Medium,0.38065
132,Weekday,Car,12.87,5.81,0,Mixed,2.9,0.43,1,11.08,High,0.561475
132,Weekday,EV,13.95,8.39,0,Veg,6.6,0.63,1,9.79,Medium,0.642575
132,Weekday,EV,7.94,6.97,100,Veg,6.3,0.66,1,2.71,Low,0.29145
132,Weekend,Walk,5.43,2.17,25,Mixed,8.4,0.33,2,4.43,Low,0.325175
132,Weekend,Bus,0.5,2.38,75,Mixed,2.3,0.82,2,4.22,Low,0.18195
132,Weekday,Walk,20.37,5.14,0,Mixed,8.1,0.21,0,7.97,Medium,0.624225
132,Weekday,Car,9.3,4.89,25,Mixed,6.8,0.1,2,7.78,Medium,0.40954999999999997
133,Weekday,Car,11.06,5.5,0,Non-Veg,6.0,0.96,2,12.68,High,0.5750500000000001
133,Weekday,Bike,7.6,7.4,75,Non-Veg,4.9,0.62,1,7.36,Medium,0.35509999999999997
133,Weekend,EV,7.01,5.49,75,Mixed,4.0,0.98,0,6.08,Medium,0.338325
133,Weekday,Walk,9.29,7.29,25,Non-Veg,7.1,0.37,1,10.02,Medium,0.479025
133,Weekend,Walk,10.98,11.12,50,Veg,3.8,0.83,3,6.36,Medium,0.55105
133,Weekday,Bus,5.82,4.11,0,Mixed,2.4,0.53,2,7.17,Medium,0.44735
133,Weekday,Bike,14.81,6.16,50,Mixed,8.6,1.18,1,7.04,Medium,0.527725
134,Weekday,Walk,8.1,5.88,25,Mixed,7.7,0.4,2,6.8,Medium,0.43835
134,Weekend,Car,6.01,9.07,75,Mixed,8.4,0.66,1,7.01,Medium,0.371825
134,Weekend,Bus,4.49,6.35,50,Mixed,8.4,0.44,2,6.19,Medium,0.343325
134,Weekend,EV,13.97,6.53,25,Non-Veg,7.1,0.52,0,10.7,Medium,0.5343249999999999
134,Weekend,Car,6.16,6.72,75,Mixed,2.8,0.83,1,6.77,Medium,0.3403
134,Weekend,Bike,9.75,3.62,0,Non-Veg,6.1,0.62,1,8.81,Medium,0.49387499999999995
134,Weekday,Bus,14.56,3.12,0,Veg,4.2,0.91,0,6.81,Medium,0.5672
135,Weekend,Walk,0.5,6.4,25,Mixed,4.2,1.09,1,8.34,Medium,0.40895
135,Weekday,Car,11.25,7.7,50,Veg,8.2,1.26,2,8.23,Medium,0.520425
135,Weekend,Car,15.97,6.95,0,Non-Veg,8.9,0.81,1,15.12,High,0.6534249999999999
135,Weekday,Bike,12.47,3.91,25,Veg,3.8,0.75,0,5.31,Low,0.48157500000000003
135,Weekend,Bus,6.6,10.98,0,Veg,4.2,0.73,0,12.4,High,0.6105
135,Weekend,EV,6.61,8.92,50,Mixed,6.7,1.03,2,7.86,Medium,0.468425
135,Weekday,Walk,17.18,8.47,25,Mixed,4.5,1.04,2,9.16,Medium,0.65485
136,Weekend,Bike,0.63,8.76,25,Veg,5.6,0.85,3,7.2,Medium,0.438575
136,Weekday,EV,21.28,8.06,25,Non-Veg,2.7,0.97,1,12.07,High,0.6923
136,Weekday,Car,15.3,6.36,25,Veg,8.6,0.92,1,9.83,Medium,0.57955
136,Weekday,EV,7.71,9.32,0,Non-Veg,9.0,0.96,1,14.2,High,0.609575
136,Weekend,Walk,11.12,7.07,50,Mixed,5.8,0.72,1,6.86,Medium,0.46299999999999997
136,Weekend,Walk,0.81,5.79,25,Non-Veg,2.5,0.79,3,8.8,Medium,0.376625
136,Weekday,Walk,15.09,7.69,0,Non-Veg,2.7,0.86,2,12.04,High,0.661225
137,Weekend,Bike,8.82,6.51,0,Veg,6.7,0.75,0,8.23,Medium,0.55045
137,Weekday,EV,9.07,4.49,25,Mixed,6.2,0.92,0,7.73,Medium,0.464275
137,Weekend,Walk,2.52,8.01,50,Non-Veg,3.1,0.56,1,9.06,Medium,0.3615
137,Weekend,Bus,7.54,4.58,75,Veg,8.2,0.89,0,4.61,Low,0.31955
137,Weekend,EV,2.95,6.48,25,Non-Veg,7.0,0.95,0,10.74,Medium,0.429975
137,Weekend,Bike,11.99,4.62,50,Mixed,5.5,0.66,1,5.79,Low,0.42007500000000003
137,Weekday,Bike,7.31,3.87,0,Veg,4.4,0.72,1,5.63,Low,0.476375
138,Weekday,Bus,12.09,4.28,0,Veg,8.5,0.64,0,7.25,Medium,0.537925
138,Weekday,Car,17.31,8.29,0,Veg,5.0,0.76,0,13.34,High,0.6929749999999999
138,Weekday,EV,15.46,2.92,0,Non-Veg,2.9,0.33,2,8.11,Medium,0.5280499999999999
138,Weekend,Bike,7.26,3.29,75,Mixed,3.8,0.21,1,4.02,Low,0.23585
138,Weekend,Bus,4.5,2.0,25,Veg,4.9,0.68,2,3.61,Low,0.33815
138,Weekend,Walk,5.35,5.1,25,Mixed,2.7,0.43,0,7.15,Medium,0.390775
138,Weekday,Walk,6.72,8.34,50,Mixed,4.7,0.32,2,6.5,Medium,0.4014
139,Weekday,EV,17.26,4.18,50,Mixed,7.8,0.31,0,6.28,Medium,0.44915
139,Weekend,Car,5.93,6.39,50,Mixed,4.1,0.3,1,7.33,Medium,0.35092500000000004
139,Weekend,Bus,0.5,3.58,0,Mixed,3.4,0.41,1,6.57,Medium,0.36065
139,Weekday,Bike,7.61,8.57,50,Non-Veg,4.7,0.89,1,9.68,Medium,0.46272500000000005
139,Weekend,Bike,5.75,3.25,25,Veg,8.2,0.42,1,4.11,Low,0.357975
139,Weekday,Car,6.78,4.46,75,Veg,5.1,0.28,2,3.87,Low,0.25885
139,Weekday,Bus,5.2,4.32,75,Veg,6.0,0.37,1,3.35,Low,0.2435
140,Weekend,Walk,2.5,8.3,25,Mixed,5.4,0.83,2,8.8,Medium,0.45115000000000005
140,Weekday,Bike,15.17,5.76,0,Mixed,2.8,1.26,1,9.33,Medium,0.655625
140,Weekday,Car,7.74,8.96,75,Veg,7.4,0.82,0,6.44,Medium,0.40405
140,Weekend,Car,8.15,8.93,25,Mixed,4.4,0.79,1,11.25,High,0.531175
140,Weekday,Bike,10.57,7.08,25,Mixed,6.5,0.47,1,8.01,Medium,0.498825
140,Weekend,Walk,1.99,7.18,50,Non-Veg,7.1,0.88,1,9.09,Medium,0.36387500000000006
140,Weekend,EV,7.23,6.69,75,Non-Veg,5.7,0.93,2,7.48,Medium,0.36107500000000003
141,Weekend,EV,4.55,5.67,0,Mixed,5.3,0.43,0,8.85,Medium,0.45467499999999994
141,Weekday,Bike,12.34,4.2,75,Mixed,8.9,0.41,1,4.46,Low,0.33355
141,Weekday,Car,12.15,5.98,0,Non-Veg,8.5,0.67,1,13.36,High,0.575075
141,Weekend,EV,9.6,5.54,0,Veg,5.1,0.3,2,6.49,Medium,0.5048
141,Weekend,Car,8.02,5.12,50,Mixed,3.6,0.32,0,7.67,Medium,0.35325
141,Weekday,Walk,7.46,2.77,25,Mixed,8.4,0.37,0,5.65,Low,0.36575
141,Weekend,Walk,9.84,6.37,0,Mixed,8.5,0.12,1,8.46,Medium,0.51
142,Weekend,EV,9.91,10.43,0,Veg,6.7,0.62,2,10.9,Medium,0.632075
142,Weekday,EV,15.83,6.51,25,Mixed,7.9,0.7,0,8.98,Medium,0.5715749999999999
142,Weekend,Walk,11.22,8.85,0,Veg,5.7,0.71,1,9.71,Medium,0.62405
142,Weekend,Bike,0.87,7.99,0,Mixed,7.6,0.73,1,10.52,Medium,0.47907500000000003
142,Weekday,EV,10.04,5.92,0,Mixed,7.0,1.14,0,10.13,Medium,0.5851
142,Weekend,Bus,5.43,6.4,100,Non-Veg,6.9,0.69,1,6.37,Medium,0.251075
142,Weekend,Bike,11.09,11.7,50,Veg,3.8,0.57,1,7.09,Medium,0.543225
143,Weekday,EV,11.95,7.06,0,Veg,5.1,0.55,2,8.13,Medium,0.5845750000000001
143,Weekend,Car,13.6,6.75,50,Veg,6.1,1.03,1,8.46,Medium,0.5124
143,Weekday,Walk,8.72,6.91,0,Mixed,2.7,1.12,2,9.71,Medium,0.5868
143,Weekday,Walk,17.1,11.45,100,Non-Veg,5.7,0.62,1,5.84,Low,0.49234999999999995
143,Weekday,Bus,10.97,5.27,25,Mixed,7.7,0.64,2,7.59,Medium,0.481225
143,Weekday,Walk,13.75,4.18,100,Non-Veg,6.6,0.89,1,6.17,Medium,0.32667500000000005
143,Weekday,Bike,8.39,9.13,0,Veg,5.7,1.07,0,10.77,Medium,0.623075
144,Weekend,EV,0.5,5.9,50,Veg,6.3,0.87,2,4.68,Low,0.31885
144,Weekend,Bike,5.39,5.4,100,Mixed,5.8,0.63,2,3.46,Low,0.225775
144,Weekday,Bike,10.54,7.44,0,Non-Veg,3.8,0.72,2,11.67,High,0.58815
144,Weekday,Walk,14.29,5.01,25,Veg,4.8,0.72,1,5.55,Low,0.523925
144,Weekday,Bus,7.93,5.67,50,Mixed,5.1,0.74,0,7.34,Medium,0.39672499999999994
144,Weekday,Bike,14.02,7.51,25,Veg,4.1,0.49,0,7.2,Medium,0.55215
144,Weekend,Bus,9.61,5.77,75,Non-Veg,5.6,0.65,2,7.43,Medium,0.350025
145,Weekend,Car,3.92,3.16,0,Non-Veg,6.7,0.75,0,9.82,Medium,0.42219999999999996
145,Weekday,Walk,5.27,4.72,75,Non-Veg,4.6,0.38,1,6.52,Medium,0.253175
145,Weekend,Bus,2.6,4.54,0,Veg,7.3,0.64,1,6.29,Medium,0.4245
145,Weekend,Car,4.74,2.11,0,Mixed,7.1,0.75,1,6.73,Medium,0.41145
145,Weekday,Car,14.77,2.0,25,Veg,2.9,0.77,0,7.26,Medium,0.47372499999999995
145,Weekday,Car,21.99,7.94,25,Veg,2.7,0.59,3,11.0,High,0.668375
145,Weekend,Bike,7.89,4.0,50,Non-Veg,2.2,0.28,1,7.08,Medium,0.326025
146,Weekend,Bus,2.31,8.24,0,Non-Veg,8.9,0.69,2,12.47,High,0.498875
146,Weekday,Walk,14.27,5.07,0,Non-Veg,7.7,1.0,1,10.46,Medium,0.609775
146,Weekend,Bike,0.5,7.39,50,Non-Veg,5.6,1.25,1,9.63,Medium,0.37905
146,Weekday,Bike,15.58,3.19,75,Non-Veg,5.1,0.84,1,6.76,Medium,0.38825
146,Weekend,Walk,6.04,7.37,75,Mixed,6.3,0.61,1,5.34,Low,0.3342
146,Weekend,Bus,7.94,7.32,0,Veg,7.0,0.63,1,9.0,Medium,0.54605
146,Weekday,Walk,10.03,2.0,0,Veg,2.2,0.98,1,4.41,Low,0.49377499999999996
147,Weekday,Bike,13.56,6.32,75,Veg,5.5,0.69,0,4.13,Low,0.41359999999999997
147,Weekday,EV,9.01,3.99,75,Mixed,2.9,0.6,3,4.19,Low,0.302925
147,Weekend,EV,10.87,6.14,25,Non-Veg,7.5,0.75,1,10.22,Medium,0.506175
147,Weekday,Bus,11.76,6.32,25,Mixed,3.3,0.72,3,7.99,Medium,0.5185
147,Weekday,EV,11.86,4.36,50,Non-Veg,7.8,0.34,1,7.77,Medium,0.38765
147,Weekday,Bus,12.88,4.1,0,Veg,7.7,0.62,0,7.14,Medium,0.5426
147,Weekend,Bus,4.92,2.5,25,Non-Veg,7.3,0.9,1,8.11,Medium,0.371
148,Weekend,EV,4.96,2.0,50,Non-Veg,6.1,0.31,1,6.49,Medium,0.2518
148,Weekday,Bike,13.61,2.15,25,Mixed,5.6,0.65,1,5.21,Low,0.452625
148,Weekday,Walk,8.02,5.57,0,Veg,6.2,0.55,0,7.23,Medium,0.50565
148,Weekend,Bus,2.85,5.13,100,Mixed,7.0,0.69,1,4.16,Low,0.19342499999999999
148,Weekday,Bus,15.85,6.14,25,Veg,5.8,0.56,1,7.31,Medium,0.5532250000000001
148,Weekday,Bus,2.49,5.11,25,Veg,8.9,0.42,0,5.85,Low,0.35442500000000005
148,Weekend,Car,0.5,7.49,0,Mixed,6.0,0.64,0,10.51,Medium,0.45725000000000005
149,Weekday,Bike,9.18,4.39,100,Non-Veg,4.2,0.53,1,5.74,Low,0.24495
149,Weekday,Bus,10.64,4.46,0,Non-Veg,6.5,0.27,1,9.92,Medium,0.4938
149,Weekday,Walk,14.39,2.98,25,Mixed,3.3,0.71,1,5.78,Low,0.483775
149,Weekend,Bus,13.24,6.21,0,Non-Veg,6.9,0.8,2,11.81,High,0.6037000000000001
149,Weekend,Car,0.92,7.79,100,Non-Veg,4.3,0.75,1,6.2,Medium,0.2273
149,Weekend,Bus,3.48,6.58,0,Veg,2.1,0.1,0,7.79,Medium,0.4331
149,Weekend,Car,4.21,2.0,0,Mixed,8.1,0.49,3,5.41,Low,0.381825
150,Weekday,Car,12.99,6.78,0,Mixed,5.6,0.75,0,12.68,High,0.607975
150,Weekday,Walk,13.91,4.21,0,Mixed,5.3,0.34,1,6.97,Medium,0.5352750000000001
150,Weekday,EV,12.84,3.09,100,Veg,3.1,0.4,1,2.59,Low,0.2543
150,Weekday,Bus,15.1,5.41,0,Mixed,3.3,0.86,1,9.78,Medium,0.61575
150,Weekday,Walk,15.74,4.95,75,Non-Veg,5.2,0.75,1,7.02,Medium,0.41825
150,Weekday,Bus,16.87,2.0,0,Non-Veg,5.1,0.73,2,8.57,Medium,0.559275
150,Weekend,Walk,10.28,7.67,25,Veg,4.3,0.65,0,7.5,Medium,0.5214
151,Weekday,EV,16.19,7.25,25,Mixed,6.7,0.98,1,9.38,Medium,0.613275
151,Weekend,Bike,10.35,6.5,25,Non-Veg,2.7,1.1,1,10.42,Medium,0.534875
151,Weekday,EV,7.82,10.61,25,Non-Veg,6.8,0.89,2,12.61,High,0.56865
151,Weekday,Bike,9.28,7.92,75,Veg,5.4,1.01,3,3.64,Low,0.41769999999999996
151,Weekend,Car,3.15,4.68,25,Mixed,4.0,0.99,0,8.23,Medium,0.39967499999999995
151,Weekend,Walk,4.31,5.68,0,Veg,2.4,0.97,0,7.81,Medium,0.495075
151,Weekend,Walk,7.65,7.91,0,Veg,5.2,1.08,2,8.98,Medium,0.590225
152,Weekday,Walk,11.66,7.25,75,Veg,7.2,0.84,1,4.1,Low,0.42045
152,Weekday,Bus,13.16,3.37,50,Non-Veg,4.9,0.99,0,9.12,Medium,0.4361
152,Weekend,Car,7.7,3.26,50,Veg,3.7,0.61,2,4.89,Low,0.33525
152,Weekend,Bike,5.0,6.59,100,Mixed,8.7,0.85,1,4.12,Low,0.2623
152,Weekday,Bus,6.66,4.51,75,Veg,4.0,0.99,2,3.84,Low,0.31515
152,Weekday,EV,11.65,6.43,0,Mixed,7.7,0.81,3,9.01,Medium,0.5890249999999999
152,Weekend,Car,11.6,5.54,25,Veg,5.1,0.66,1,8.24,Medium,0.4961
153,Weekday,Car,9.52,5.73,25,Veg,3.6,0.43,1,7.64,Medium,0.4555
153,Weekend,Bike,10.75,5.94,75,Non-Veg,5.0,0.71,1,7.17,Medium,0.372475
153,Weekend,Bike,17.92,6.59,25,Veg,6.9,0.68,2,6.07,Medium,0.5977
153,Weekday,Bike,9.12,4.09,0,Non-Veg,4.3,0.79,0,9.81,Medium,0.509
153,Weekday,Bus,13.17,10.07,0,Non-Veg,2.1,0.69,1,15.25,High,0.6712250000000001
153,Weekend,Car,7.85,3.69,0,Non-Veg,3.6,0.95,0,11.31,High,0.497925
153,Weekday,EV,19.48,5.26,0,Mixed,2.1,1.28,2,9.32,Medium,0.7011000000000001
154,Weekday,EV,13.75,4.25,0,Non-Veg,5.5,0.58,2,9.43,Medium,0.553275
154,Weekend,Walk,9.4,7.38,0,Veg,6.6,0.92,3,7.96,Medium,0.5887
154,Weekday,Bus,11.28,2.69,50,Mixed,3.5,0.72,2,5.57,Low,0.37739999999999996
154,Weekend,Car,0.6,5.44,25,Mixed,4.0,0.84,0,7.98,Medium,0.371
154,Weekend,Walk,3.07,2.31,100,Veg,4.7,0.55,0,2.67,Low,0.128575
154,Weekday,Car,12.72,4.8,25,Mixed,4.9,0.6,1,9.45,Medium,0.4905
154,Weekend,Bus,5.61,4.02,0,Mixed,3.2,0.82,2,7.43,Medium,0.466125
155,Weekday,EV,11.83,2.73,0,Non-Veg,6.7,0.82,0,9.19,Medium,0.5180750000000001
155,Weekday,EV,12.22,6.41,0,Veg,4.8,0.75,0,8.64,Medium,0.5909500000000001
155,Weekday,EV,8.56,3.78,25,Non-Veg,4.9,0.49,0,8.75,Medium,0.4093
155,Weekend,EV,10.65,4.6,50,Non-Veg,6.0,0.79,1,8.36,Medium,0.41332500000000005
155,Weekday,EV,10.36,5.79,50,Non-Veg,8.3,0.53,1,8.52,Medium,0.41269999999999996
155,Weekend,Car,12.86,3.44,25,Mixed,7.3,0.63,0,9.07,Medium,0.46745000000000003
155,Weekend,Walk,6.99,5.36,50,Veg,7.9,0.92,0,5.3,Low,0.393175
156,Weekend,EV,4.16,3.87,75,Veg,4.4,0.28,2,2.5,Low,0.21430000000000002
156,Weekend,Walk,10.03,2.0,0,Mixed,2.6,0.74,1,5.63,Low,0.47457499999999997
156,Weekend,Bus,0.67,3.16,25,Mixed,7.0,0.29,2,5.04,Low,0.282275
156,Weekday,Walk,22.67,4.82,75,Mixed,2.3,0.76,0,5.41,Low,0.503075
156,Weekend,Walk,6.93,5.06,50,Veg,5.1,0.57,0,4.75,Low,0.35842499999999994
156,Weekend,EV,5.77,6.13,0,Non-Veg,6.8,0.33,0,11.15,High,0.47112499999999996
156,Weekday,Walk,11.79,4.86,50,Veg,5.5,0.4,3,3.27,Low,0.401575
157,Weekend,Bike,12.24,3.19,50,Mixed,4.5,0.73,1,5.28,Low,0.4002
157,Weekday,Walk,9.31,4.18,0,Non-Veg,4.2,1.2,3,9.17,Medium,0.545975
157,Weekday,Bus,9.48,6.17,0,Non-Veg,7.8,0.78,0,12.25,High,0.5543
157,Weekend,Bus,7.6,5.96,25,Mixed,2.5,0.61,3,7.31,Medium,0.4505
157,Weekend,Bus,8.37,9.26,50,Non-Veg,6.5,0.96,4,9.51,Medium,0.491625
157,Weekday,Bike,20.34,6.64,25,Mixed,7.8,0.61,1,7.92,Medium,0.6233499999999998
157,Weekday,Bus,9.77,6.76,50,Non-Veg,7.8,0.84,1,9.67,Medium,0.44952500000000006
158,Weekday,Car,7.49,4.54,0,Non-Veg,3.2,0.59,2,10.71,Medium,0.481625
158,Weekday,Bike,5.71,2.97,25,Veg,4.7,0.7,2,3.86,Low,0.37427499999999997
158,Weekday,Bus,10.34,2.0,75,Mixed,2.0,0.65,1,5.12,Low,0.28375
158,Weekend,Car,10.47,2.18,75,Non-Veg,6.3,0.45,1,8.29,Medium,0.272975
158,Weekend,Car,8.69,4.7,50,Veg,6.1,0.49,2,5.54,Low,0.366825
158,Weekday,Car,12.94,2.95,0,Non-Veg,2.6,0.86,1,11.28,High,0.53955
158,Weekend,Car,0.5,2.17,50,Non-Veg,6.5,0.78,2,6.63,Medium,0.23705
159,Weekday,Walk,14.23,6.43,75,Veg,6.1,0.63,1,3.67,Low,0.419375
159,Weekend,Bus,3.39,6.96,0,Mixed,8.8,0.41,0,9.96,Medium,0.46437500000000004
159,Weekend,Bike,13.08,7.07,25,Non-Veg,6.4,0.53,1,10.08,Medium,0.5348
159,Weekday,Bus,7.89,3.72,25,Veg,2.6,0.91,0,6.0,Medium,0.43332499999999996
159,Weekday,Walk,11.12,6.48,0,Veg,7.7,0.8,0,8.28,Medium,0.5826
159,Weekday,Walk,10.81,6.63,0,Veg,5.6,1.0,1,8.24,Medium,0.597725
159,Weekend,Car,0.5,5.06,50,Non-Veg,4.5,0.75,1,8.18,Medium,0.29245
160,Weekend,Bus,10.99,5.73,0,Non-Veg,4.2,0.98,1,11.86,High,0.5803750000000001
160,Weekend,Bus,4.09,7.17,25,Mixed,6.0,0.85,2,8.45,Medium,0.450025
160,Weekend,Bike,8.5,8.55,100,Veg,8.0,0.49,0,2.59,Low,0.31645
160,Weekday,Walk,9.39,6.15,75,Mixed,8.0,0.74,1,5.25,Low,0.362075
160,Weekend,Car,11.41,7.31,0,Veg,2.9,0.51,2,10.2,Medium,0.5796250000000001
160,Weekend,Car,0.5,7.79,50,Non-Veg,7.5,1.0,0,10.0,Medium,0.36705000000000004
